id,type,tag,box,content
"https://betalab.kb.se/prot-1958-b-ak--13#1-168-cblock_4-block_4",Text,1,"234,344,719,836","i motionen. Det kunde ni för övrigt också\n göra på en annan punkt. Ni säger\nnämligen, att aktierna bör åsättas ett\npris av 100 kronor med ett nominellt\nvärde av 25 kronor. »Preciseringen av\nförsäljningspriset bör emellertid i fråga\nom ASSI fastställas genom en därtill\nutsedd nämnd.» Det betyder att den inte\nskall verkställas genom en nämnd, när\ndet gäller LKAB. Men i klämmen säger\nni, att LKAB:s aktier skall värderas av\nen nämnd. Ni har kanske menat motsatsen\n mot vad ni skriver? Det borde kanske\n ha stått att »Preciseringen av försäljningspriset\n bör emellertid liksom i\nfråga om ASSI fastställas genom en därtill\n utsedd nämnd». Ni avser emellertid\nett riktpris av 100 kronor och vill sedan\n diskutera detaljerna.\n"
"https://betalab.kb.se/prot-1958-b-ak--13#1-168-cblock_4-block_5",Text,1,"236,1187,717,80","Det vore emellertid intressant att få\nveta vad det är ni vill sälja.\n"
"https://betalab.kb.se/prot-1958-b-ak--13#1-168-cblock_5-block_7",Text,1,"234,1375,720,833","Herr talman! Från vissa håll har det\nsagts, att ASSI skulle vara ett sådant\nföretag, att det egentligen inte har något\n existensberättigande. Det råder tydligen\n delade meningar på den punkten.\nJag är mycket angelägen att betyga, att\nASSI är ett utomordentligt välskött företag.\n Men ser vi återigen litet på dess\nförhistoria, så visar det sig, att det\nfanns mycket mäktiga ekonomiska intressen\n som bedömde saken så, att det\ninte fanns förutsättningar för en träförädlingsindustri\n i Norrbotten. Om dessa\n krafter skulle återfå herraväldet,\nskulle det självfallet stunda mörka tider\nför dem där uppe som är knutna till\nträvaruhanteringen. Vi menar = alltså,\natt risken är för stor. Vi litar inte på\nhögern.\n"
"https://betalab.kb.se/prot-1958-b-ak--13#1-168-cblock_5-block_8",Text,1,"236,2218,718,212","Vad sedan beträffar det gamla järnverket\n i Luleå gick det med vinst, men\ndet nedlades därför att verksamheten\ndär stred mot vissa intressen hos inflytelserika\n kretsar här i Mellansverige.\n"
"https://betalab.kb.se/prot-1958-b-ak--13#1-168-cblock_5-block_9",Text,1,"238,2438,716,73","Men varför ta hand om bara ASSI?\nTa hand om Tornedalen! Det måste bli\n"
"https://betalab.kb.se/prot-1958-b-ak--13#1-168-cblock_6-block_10",Text,1,"1005,342,719,391","fråga om stora investeringar där. Kan\nvi inte göra den kompromissen att vi\nföreslår, att Tornedalsutredningen remitteras\n till högerns rikskansli. Då visar\nhögern vad man kan göra för att ta\nhand om en socialt miserabel landsända.\n Sedan kan vi göra mycket värdefulla\n jämförelser mellan statlig och enskild\n företagsamhet.\n"
"https://betalab.kb.se/prot-1958-b-ak--13#1-168-cblock_7-block_12",Text,1,"1007,843,719,745","Herr talman! Man kan fråga sig, varför\n Statens skogsindustriers aktier i dagens\n läge inte bör försäljas till enskilda.\nHänger det möjligen samman med att\nföretaget är misskött och så att säga har\nett annat innehåll än dess ansikte utåt\nger vid handen? Det är nog inte på det\nsättet. ASSI är mycket välskött och har\nblivit ett storföretag under den ledning\nbolaget haft. Om detta beror på statens\ninitiativ eller på ledningens initiativ\nskall jag låta vara osagt. Jag skulle tro\natt det i mycket hög grad beror på den\nledning som ASSI haft under de gångna\nåren och naturligtvis även på det kapital,\n som staten många gånger givetvis\nmotvilligt men dock har släppt till.\n"
"https://betalab.kb.se/prot-1958-b-ak--13#1-168-cblock_7-block_13",Text,1,"1008,1597,719,610","Men vad vi är rädda för i Norrbotten\n— jag är själv bosatt i just det distrikt\ndär ASSI arbetar — är att man skall\ngöra skogsindustrien i Norrbotten till ett\nspekulationsobjekt för enskilt kapital.\nVåra erfarenheter från gångna tider,\nfrån 1890-talet och fram till 1920-talet,\när av den beskaffenheten, att vi hellre\nsom nu ser företaget i statens regi än\nnödgas motse en ny guldålder på grund\nav det privata initiativ, som skulle kunna\n skapas genom en aktieteckning enligt\n det mönster, som herr Heckscher\nnyss skisserade.\n"
"https://betalab.kb.se/prot-1958-b-ak--13#1-168-cblock_7-block_14",Text,1,"1011,2215,717,170","Jag har inte därmed sagt, att jag på\nnågot sätt är misstrogen mot herr Heckscher\n och hans inställning till ASSI,\nmen jag tror att den dag aktierna släpp-\n"
"https://betalab.kb.se/prot-1958-b-ak--13#1-168-cblock_8-block_15",Text,1,"986,2392,742,37",". tes ut på börsmarknaden skulle inte herr\n"
"https://betalab.kb.se/prot-1958-b-ak--13#1-168-cblock_9-block_16",Text,1,"1010,2438,718,79","Heckschers tro på utvecklingen visa sig\nvara det slutgiltiga och rätta i denna\n"
