id,type,tag,box,content
"https://betalab.kb.se/prot-1958-a-fk--17#1-22-cblock_3-block_3",Text,1,"266,290,729,152","jättefonder på 50 miljarder kronor och\nmera. Men än viktigare ter sig för oss\nde allmänt samhällsekonomiska aspekterna.\n\n"
"https://betalab.kb.se/prot-1958-a-fk--17#1-22-cblock_3-block_4",Text,1,"265,457,730,497","Om man läser propositionen eller\nfolkpartiets motion och reservation, får\nman inte mycket ledning vid bedömningen\n av den <samhällsekonomiska\nframtiden. Jag förvånar mig inte alls\növer det, och i och för sig kritiserar\njag det inte, Låt oss alla i den här kammaren\n ödmjukt erkänna, att vi vet rätt\nlitet om den svenska samhällsekonomiens\n framtidsutsikter, Låt oss inte överinteckna\n framtiden — jag använder herr\nAastrups formulering.\n"
"https://betalab.kb.se/prot-1958-a-fk--17#1-22-cblock_3-block_5",Text,1,"264,960,729,663","I pensionssammanhang brukar man ju\nräkna med en ökning av produktionsvolymen\n per capita med 1,5 procent om\nåret. Det skulle alltså betyda en fördubbling\n under en tidrymd av 40—50 år av\nvad en svensk arbetare producerar om\nåret. Är då någonting sådant möjligt?\nJa, nog är det tänkbart, men vi kan inte\nvara absolut säkra på att det verkligen\nblir en sådan gynnsam produktionsutveckling.\n Någon på längre sikt verkande\n stagnation eller tillbakagång blir det\nsannolikt inte, det håller jag med herr\nAastrup om, med vad vi inte vet är,\nhur kraftig den framtida produktionsökningen\n kommer att bli i vårt land.\n"
"https://betalab.kb.se/prot-1958-a-fk--17#1-22-cblock_3-block_6",Text,1,"262,1630,731,612","Man brukar vid dessa prognoser också\n räkna med en bestående full sysselsättning\n på vår svenska arbetsmarknad.\nVi ställer oss då den frågan: Kan vi vara\nsäkra på att undgå arbetslöshetsperioder?\n Jag tror inte det. Det är nog ganska\n sannolikt, att vad vi har upplevt sedan\n det senaste världskriget i form av\nfull, ja, överfull sysselsättning kommer\natt visa sig vara en undantagsföreteelse.\nVi kommer nog inte att i framtiden undgå\n konjunkturernas berg- och dalbana.\nDet finns redan nu tecken på den internationella\n marknaden, som tyder på den\nsaken.\n"
"https://betalab.kb.se/prot-1958-a-fk--17#1-22-cblock_3-block_7",Text,1,"262,2257,728,203","På tal om den internationella situationen\n vill jag påminna om strävandena\natt få till stånd en samordnad europeisk\nmarknad. Vad vi än gör från svensk sida\n i det sammanhanget, kan vi nog inte\n"
"https://betalab.kb.se/prot-1958-a-fk--17#1-22-cblock_4-block_9",Text,1,"1035,374,730,909","Låt mig, herr talman, i det sammanhanget\n ta upp en annan sak, som har\nmed de internationella förhållandena att\ngöra. Vi har här i Sverige en levnadsstandard,\n som hör till de högsta i världen.\n Antag att vi år efter år fram till\når 2000 och därefter höjer vår redan\nförut höga levnadsstandard successivt\nmed låt mig säga just de 1,5 procenten\nom året. Tror de ärade kammarledamöterna,\n att vi i lugn och ro kommer att\ntillåtas att göra det, medan mer än halva\n jordens befolkning lever ett liv nära\nsvältgränsen? Det finns kanske människor,\n som inbillar sig det, men jag gör\ndet inte. Jorden har krympt. Genom\nkommunikationernas utveckling har vi\nfått de svältande folken till våra grannar.\n Både öst och väst tävlar om att\nupplysa dessa folk om att de inte behöver\n ha det så eländigt ställt som de\nfaktiskt har det.\n"
"https://betalab.kb.se/prot-1958-a-fk--17#1-22-cblock_4-block_8",Text,1,"1037,292,728,68","undgå störningar i den svenska ekonomien.\n\n"
"https://betalab.kb.se/prot-1958-a-fk--17#1-22-cblock_4-block_10",Text,1,"1035,1296,729,489","Vad jag här senast pekat på är inte\noväsentligt. Det är ingenting att rycka\npå axlarna åt. Vi gör klokt i att uppmärksamma,\n att det i vår värld ställes\nväxande och fullt förståeliga krav på inkomstutjämning\n mellan rika och fattiga\nländer, krav på ökade internationella bidrag\n och lån till de underutvecklade\nländerna, krav på för oss mindre fördelaktiga\n handelskontrakt o. s. v. Det\när krav, som vi i det långa loppet inte\nkan tillbakavisa.\n"
"https://betalab.kb.se/prot-1958-a-fk--17#1-22-cblock_4-block_11",Text,1,"1033,1799,729,410","Man kan på det här sättet spekulera\nhur som helst om den svenska ekonomiens\n framtid, men till någon säker slutsats\n kan man inte komma. Mitt ärende i\ndetta sammanhang är just att säga, att\ndet kan hända att våra optimistiska\nframtidsförutsägelser i dag kommer på\nskam och att därför våra dispositioner\ni pensionsfrågan visar sig vara felaktigt\navpassade.\n"
"https://betalab.kb.se/prot-1958-a-fk--17#1-22-cblock_4-block_12",Text,1,"1032,2217,729,244","På en i detta sammanhang viktig\npunkt har vi emellertid mycket säker\nkunskap om vad framtiden bär i sitt\nsköte. Det är beträffande befolkningsutvecklingen\n och då närmast det framtida\n antalet pensionärer och den fram-\n"
