id,type,tag,box,content
"https://betalab.kb.se/prot-1927--ak--39#1-45-cblock_1-block_1",Text,1,"103,208,1716,349","med herr Bengtsson i Norup har en känsla av att, när riksdagen skriver till I fråga om\nKungl. Maj:t, bör man ha en mera solid grund att bygga på än en sådan mo- behörighet att\ntion som den förevarande — den har stått i facsimile i tidningspressen, och den — innehava\nutgöres av några rader skrivna på en matsedel på Sandhamns express. Detta befattning som\när hela det material, som legat till grund för utskottets behandling i detta + lärare\nfall. Skall det nu, när utskottet icke kunnat ägna denna sak en mera ingående be- vid folkekola.\nhandling, inträffa, att riksdagen skriver till Kungl. Maj:t utan annat material (Forts)\nän denna matsedel — vilken visserligen kan vara intressant, psykologiskt intressant\n"
"https://betalab.kb.se/prot-1927--ak--39#1-45-cblock_1-block_2",Text,1,"104,550,1502,53"," ur många synpunkter, men i varje fall icke utgör en sådan grundval,\n"
"https://betalab.kb.se/prot-1927--ak--39#1-45-cblock_1-block_3",Text,1,"106,594,1501,48","som man brukar ha för riksdagsskrivelser. Jag har icke kunnat underlåta att\n"
"https://betalab.kb.se/prot-1927--ak--39#1-45-cblock_1-block_4",Text,1,"106,635,1501,55","säga detta, när man drivit reservationen så hårt. Jag ber att få vidhålla mitt\n"
"https://betalab.kb.se/prot-1927--ak--39#1-45-cblock_1-block_5",Text,1,"107,694,162,39","yrkande.\n"
"https://betalab.kb.se/prot-1927--ak--39#1-45-cblock_2-block_6",Text,1,"108,764,1502,131","Herr Jonsson: Herr talman! Jag får först säga, att jag tycker, att det\npapper, varpå motionen är skriven, behöver icke göra tankegången i densamma\n sämre. |\n"
"https://betalab.kb.se/prot-1927--ak--39#1-45-cblock_2-block_7",Text,1,"110,893,1502,257","Jag begärde ordet för att gentemot herr Bengtsson och herr Rydén säga, att\ndet icke är meningen att tvinga på skoldistrikten några adjunkter — jag tror\ndet är alldeles riktigt, när man framhåller, att man på landsbygden i allmänhet\n icke vill ha sådana. Vad man vill är helt enkelt, att det skall beredas möjJlighet\n för de skoldistrikt, som önska erhålla en adjunkt i folkskolan, att få\nanställa en sådan.\n"
"https://betalab.kb.se/prot-1927--ak--39#1-45-cblock_3-block_8",Text,1,"114,1188,1502,178","Herr Engberg: Herr talman! Tillåt mig då först säga, att den omständigheten,\n att motionen var skriven på en matsedel, borde ha verkat tilldragande\npå herr Rydéns gastronomiska instinkter och utgjort ett alldeles extra skäl att\nställa sig välvillig till densamma.\n"
"https://betalab.kb.se/prot-1927--ak--39#1-45-cblock_3-block_9",Text,1,"115,1358,1504,303","Jag begärde ordet för att gentemot herr Bengtsson i Norup säga, att jag är\nganska förvånad över att man nu, sedan man arbetat med näbbar och klor, såsom\n han och så många andra i kammaren gjort, för att bereda tillträde till den\nlärda skolan åt landsbygdens barn, blir så förskräckt vid blotta tanken på att\nfå läroverksadjunkter in i folkskolan, att man står här och vältaligt skildrar,\natt sådana icke tänka folkets tankar och icke passa för folket. Nej, herr Bengtsson\n i Norup, det går icke!\n"
"https://betalab.kb.se/prot-1927--ak--39#1-45-cblock_4-block_10",Text,1,"118,1697,1509,518","Herr Bengtsson i Norup: Herr talman! Herr Engberg har beträffande\nmin ställning till denna sak fått alldeles tag om bakfoten. Jag har icke yttrat\nett ord vare sig i utskottet eller kammaren om att man borde föra folkets barn\nin i den lärda skolan. Jag har tvärtom i utskottet, i likhet med motionärer från\nbondeförbundet, verkat för att vi skola få en praktisk skola för landsbygden,\nvilken bereder allmänbildning och vilken, såsom fallet är med folkhögskolorna,\nkan förhjälpa ungdomen till utbildning utan att de behöva komma in i den lärda\nskolan. Hade herr ecklesiastikministern varit närvarande här, skulle jag vädja\ntill honom därom, att den skrivelse, som riksdagen beslutat, verkligen på allvar\ntages upp, så att man så mycket som möjligt kan undvika den lärda skolan\nför lantbrukarnas barn, vilken lätt skapar avoghet mot jordbruket genom det\natt de helt komma ifrån denna näring.\n"
"https://betalab.kb.se/prot-1927--ak--39#1-45-cblock_5-block_11",Text,1,"127,2246,1501,270","Herr Rydén: Herr talman! Jag vill framhålla, att herr Jonsson har icke\nrätt i sin uppfattning, att man icke skulle kunna tvinga på skoldistrikten ifrågavarande\n lärare, ifall det stadgades en allmän kompetens på det föreslagna\nsättet. Ponera, att till en tjänst söka så många personer, som erhållit sin utbildning\n såsom adjunkter, att man måste fylla förslaget med dem! Skolrådet\ngör ju upp sitt förslag efter objektiva grunder, och det kan sålunda hända,\n"
