id,type,tag,box,content
"https://betalab.kb.se/prot-1940-urtima-ak--18#1-9-cblock_1-block_1",Text,1,"141,233,1504,250","Svar på interpellation. (Forts.)\npenbarligen utrymme för en konsumtionsökning. En mindre reserv har man\ndäri, att man överenskommit med stärkelsefabrikerna och brännerierna att\nförst i sista hand använda sådan potatis för industriella ändamål, som också\nlämpligen kan användas som matpotatis, och då först efter särskilda medgivanden\n från livsmedelskommissionen.\n"
"https://betalab.kb.se/prot-1940-urtima-ak--18#1-9-cblock_1-block_2",Text,1,"141,491,1505,337","Sockerbetsskörden är en annan ljuspunkt. Några exakta uppgifter om\nskördens storlek ha vi inte ännu, men det beräknas, att skörden i år blir i råsocker\n räknat omkring 300,000 ton. I fjol var den 307,000 ton, året förut\nvar den 292,000 ton, 1937—38 var den mycket hög: 345,000 ton, men arealen\nvar då 55,000 hektar mot 50,000 hektar de två andra jämförelseåren. Att vi\ni år kunna hoppas på att komma upp till en så hög siffra sammanhänger med\natt arealen även i år är utökad med 10 2 i jämförelse med 1938—39 och 1939\n40 eller från 50,000 hektar till nära 55,000 hektar.\n"
"https://betalab.kb.se/prot-1940-urtima-ak--18#1-9-cblock_1-block_3",Text,1,"142,831,1505,124","Beträffande tillgången och tilldelningen av konstgödsel och utsäde ha redan\n på olika sätt uppgifter lämnats allmänheten. Såsom en sammanfattning\nmå här anföras följande.\n"
"https://betalab.kb.se/prot-1940-urtima-ak--18#1-9-cblock_1-block_4",Text,1,"141,959,1505,336","Råvaran till superfosfattillverkningen — råfosfat — importeras till största\ndelen från transoceana länder, varför importen därav på grund av rådande\navspärrning är mycket försvårad. Då råfosfat under normala förhållanden\nimporteras från Ryssland, torde möjligheter finnas att även i nuvarande situation\n importera vissa kvantiteter härav. Dessutom erhållas från de svenska\nmalm fälten redan vissa myckenheter apatit, som även kan användas för framställning\n av superfosfat, och undersökningar pågå angående nyttiggörande\nav andra svenska apatitfyndigheter.\n"
"https://betalab.kb.se/prot-1940-urtima-ak--18#1-9-cblock_1-block_5",Text,1,"141,1299,1505,377","Vid avspärrningens inträdande funnos inom landet betydande lager av råfosfat\n såväl hos superfosfatfabrikerna som i statliga reservförråd. Tillgången\n på detta gödselmedel är därför fortfarande relativt god. För att dock vid\nen längre tids avspärrning undvika brist på fosforhaltiga gödselmedel har\navtal träffats med konstgödselhandeln om viss ransonering av superfosfat.\nSålunda utgjorde tilldelningen till vårbruket 1940 80 procent av vederbörande\n jordbrukares inköp av nämnda gödselmedel under våren 1939. För gödselåret\n 1940/41 utgör tilldelningen 75 procent av förbrukningen under närmast\nföregående gödselår.\n"
"https://betalab.kb.se/prot-1940-urtima-ak--18#1-9-cblock_1-block_6",Text,1,"187,1679,1331,39","Jämte superfosfat finnas mycket begränsade kvantiteter thomasfosfat.\n"
"https://betalab.kb.se/prot-1940-urtima-ak--18#1-9-cblock_1-block_8",Text,1,"143,1806,1502,125","Av kvävehaltiga gödselmedel ha likaledes inköpts så stora kvantiteter av\nkalksalpeter, kalkkväve och svavelsyrad ammoniak från Norge och Tyskland,\n att tillgången därpå torde bliva tillräcklig för vårt behov.\n"
"https://betalab.kb.se/prot-1940-urtima-ak--18#1-9-cblock_1-block_7",Text,1,"143,1722,1501,81","Av kalihaltiga konstgödselmedel ha kvantiteter motsvarande ett normalt årsbehov\n inköpts och skeppningarna pågå för närvarande.\n"
"https://betalab.kb.se/prot-1940-urtima-ak--18#1-9-cblock_1-block_9",Text,1,"142,1933,1503,334","I fråga om utsäde till spannmåls- och potatisodlingarna tillgodoses behovet\n därav under normala förhållanden helt genom inhemsk produktion. Någon\nrisk för brist på dessa utsäden föreligger alltså icke. Åtgärder ha redan vidtagits\n för att kunna tillhandahålla utsäde såväl av brödsäd som av fodersäd\nåt av torkan särskilt drabbade områden. Delvis ha dessa åtgärder redan offentliggjorts,\n delvis kommer detta att ske i samband med publicering av fördelningsplanen\n av de fodersädskvantiteter, som efter beslaget äro avsedda att\nbringas i det allmännas hand.\n"
"https://betalab.kb.se/prot-1940-urtima-ak--18#1-9-cblock_1-block_10",Text,1,"143,2269,1503,251","Även våra viktigaste vallväxter och rotfrukter fröodlas numera i sådan omfattning\n inom landet, att behovet kan tillgodoses. Visserligen har årets fröskörd\n av flera växtslag på grund av torkan blivit något lägre än normalt, men\ni gengäld finnas betydande lager av frö från föregående år. Tillgången på\nutsäde utav flertalet mera betydelsefulla vallväxter och rotfrukter är därför\ngod. Viss mindre brist föreligger beträffande tidig rödklöver ävensom i fråga\n"
