id,type,tag,box,content
"https://betalab.kb.se/prot-198788--99#1-156-cblock_5-block_5",Text,1,"355,101,813,189","Reservation 4 tar upp frågan om behörighet för biträde vid allmän\nrättshjälp och offentligt biträde. I propositionen föreslås att annan än\nadvokat eller biträdande jurist vid advokatbyrå skall kunna förordnas till\nrättshjälpsbiträde eller offentligt biträde endast om det finns skäl till det.\nUtskottet har anslutit sig till departementschefens förslag och vi avstyrker\nreservation 4.\n"
"https://betalab.kb.se/prot-198788--99#1-156-cblock_5-block_6",Text,1,"354,303,814,127","De problem som tas upp i reservation 5 har utskottet tagit fasta på.\nUtskottet redovisar detta i betänkandet och anser att förhållandena inte är\ntillfredsställande. Möjligheten att driva sin sak vidare, även om rättsskyddsförsäkrat\n maximibelopp uppnåtts, måste finnas.\n"
"https://betalab.kb.se/prot-198788--99#1-156-cblock_5-block_7",Text,1,"353,438,814,161","Justitiedepartementet har nyligen tagit initiativ i denna fråga och beräknas\nlägga fram förslag till en lösning i den riktning som redovisas i betänkandet.\nNär det gäller mål om mögelskador i småhus utgår utskottet från att\nregeringen även i det nyss nämnda initiativet överväger dessa frågor och\nlägger fram förslag till ändringar.\n"
"https://betalab.kb.se/prot-198788--99#1-156-cblock_5-block_8",Text,1,"353,607,813,195","Reservation 6 gäller frågan om rättshjälp för felbehandlad patient. Den\nfrågan var föremål för utskottets bedömning för två år sedan. Utskottet\nlämnade då en ingående redogörelse för rättshjälpslagen och beskrev också\nhuvuddragen i patientförsäkringssystemet. De synpunkter som förs fram i\nreservationen är desamma som för två år sedan. Utskottet finner alltså inte\nnågon anledning att ändra sitt ställningstagande i denna fråga.\n"
"https://betalab.kb.se/prot-198788--99#1-156-cblock_5-block_9",Text,1,"352,809,813,93","Frågan om rättshjälp vid klagomål enligt Europakonventionen tas upp i\nreservation nr 7. Liknande motionsförslag har behandlats av riksdagen vid\ntidigare riksmöten.\n"
"https://betalab.kb.se/prot-198788--99#1-156-cblock_5-block_10",Text,1,"351,910,814,160","Allmän rättshjälp får i princip inte beviljas i ärenden som skall behandlas\neller prövas utomlands. Det finns dock vissa undantag, som redovisas i\nbetänkandet, där utskottet bl.a. framhåller rätten att få sin sak prövad\nutomlands om det finns starka humanitära skäl för detta. Då skall också\nrättshjälp beviljas.\n"
"https://betalab.kb.se/prot-198788--99#1-156-cblock_5-block_11",Text,1,"350,1079,814,194","Reservation nr 8 har avgivits av folkpartiet. Utskottet har funnit att det\ninte finns någon anledning att ändra rättshjälpslagen i den riktning som\nreservanterna föreslår. De regler som finns ger — rätt tillämpade — möjligheter\n till rättshjälp i de ärenden som avses. Om det skulle visa sig att dessa\nmöjligheter inte är tillräckliga med hänsyn till de uttalanden som har gjorts\nmåste man på nytt följa upp detta.\n"
"https://betalab.kb.se/prot-198788--99#1-156-cblock_5-block_12",Text,1,"350,1281,813,87","Herr talman! Med det anförda yrkar jag bifall till hemställan i justitieutskottets\n betänkande 1987/88:21 samt avslag på samtliga reservationer och\nmotioner.\n"
"https://betalab.kb.se/prot-198788--99#1-156-cblock_5-block_13",Text,1,"349,1382,814,60","Vi har också att behandla anslag till rättshjälp. Utskottet har godtagit\nförslaget i propositionen.\n"
"https://betalab.kb.se/prot-198788--99#1-156-cblock_5-block_14",Text,1,"349,1450,813,58","Jag yrkar bifall till hemställan i justitieutskottets betänkande 1987/88:22\noch avslag på de tre reservationerna och samtliga motioner.\n"
"https://betalab.kb.se/prot-198788--99#1-156-cblock_5-block_15",Text,1,"348,1516,814,121","Reservationerna är gemensamma för de borgerliga partierna. Utskottet\nhar i betänkandet yrkat avslag på en ändring av reglerna för förordnande av\noffentlig försvarare, och i konsekvens med detta yrkar jag avslag på\nreservation nr 1.\n"
"https://betalab.kb.se/prot-198788--99#1-156-cblock_5-block_16",Text,1,"348,1650,813,60","Frågan om ersättning för rättegångskostnader i skattemål har varit föremål\nför behandling i riksdagen vid ett flertal tillfällen. Skatteförenklingskommit-\n"
