id,type,tag,box,content
"https://betalab.kb.se/prot-198990--135#1-59-cblock_1-block_1",Text,1,"93,109,814,93","tegritetsaspekterna noga utredas och klarläggas. Det struntade socialdemokraterna\n i — socialdemokraterna som tar så lätt på den lilla människans behov\nav rättsskydd och integritet.\n"
"https://betalab.kb.se/prot-198990--135#1-59-cblock_1-block_2",Text,1,"92,211,814,160","Och vad får vi se? Jo, en kändis som åker dit vid en automatisk hastighetsövervakning\n i Göteborg men som, genom att han kändis, lyckas ragga fram\nett trettiotal vittnen på att han i själva verket befunnit sig i en annan del av\nlandet. En vanlig liten människa som inte hade kunnat klara det hade förmodligen\n malts ner i den byråkratiska poliskvarnen.\n"
"https://betalab.kb.se/prot-198990--135#1-59-cblock_1-block_3",Text,1,"91,379,815,195","Så får vi reda på att alla skall registreras under försöket, oavsett om hastigheten\n har överskridits eller inte, dvs. storebror skall hålla reda på var vi är\näven om vi av privata skäl vill hemlighålla det och inte begår någon olaglig\nhandling, varken genom att vi vill hemlighålla det eller genom att vi färdas\ndär vi råkar åka. Den socialdemokratiska regeringen vill experimentera med\nrättssäkerhet och integritet, och det är betänkligt.\n"
"https://betalab.kb.se/prot-198990--135#1-59-cblock_1-block_4",Text,1,"91,579,813,96","I sitt nagelfarande av reservationerna tog Olle Östrand inte upp reservation\n 35. Skall det tolkas som att socialdemokraterna är beredda att biträda\nfolkpartiets förslag om extra anslag till LTA-området?\n"
"https://betalab.kb.se/prot-198990--135#1-59-cblock_2-block_6",Text,1,"90,748,813,63","Fru talman! Olle Östrand gjorde i sitt inlägg gällande att moderata samlingspartiet\n hade satsat enbart på storstäderna. Han har läst på väldigt dåligt.\n"
"https://betalab.kb.se/prot-198990--135#1-59-cblock_2-block_7",Text,1,"89,819,814,229","Först och främst har moderata samlingspartiet yrkat på och anvisat finansiering\n för ytterligare 2 miljarder att satsas på infrastrukturområdet, som vi\nnu debatterar. Av detta är 1,5 miljarder för vägarna. För drift och underhåll\nav statliga vägar föreslås 0,5 miljarder, till länstrafikanläggningar 77 miljoner,\n till drift och underhåll av statskommunvägar ytterligare 755 miljoner —\ndessa har av regeringen behandlats mycket illa — och till byggande av enskilda\n vägar 168 miljoner.\n"
"https://betalab.kb.se/prot-198990--135#1-59-cblock_2-block_8",Text,1,"88,1053,813,159","Av detta, Olle Östrand, lär vi få igenom ganska mycket. Dels har regeringspartiets\n företrädare i utskottet vikt sig i debatten, dels har vi fått stöd\nfrån övriga oppositionspartier. Det är jag mycket glad för. Vägnätet betyder\nmycket för att hela Sverige skall kunna leva. Det är alltså inte en satsning på\nenbart storstadsområdena.\n"
"https://betalab.kb.se/prot-198990--135#1-59-cblock_2-block_9",Text,1,"87,1226,813,127","Däremot pekar vi på, fru talman, att man behandlar storstadsområdena\nmycket orättvist. Storstadsregionerna representerar faktiskt 33 20 av landets\nbefolkning och har 30 96 av bilinnehavet. Men de får långt mindre än 20 9o\nav anslagen.\n"
"https://betalab.kb.se/prot-198990--135#1-59-cblock_2-block_10",Text,1,"87,1362,812,161","För Stockholmsområdet är det ännu värre. Där finns 2096 av befolkningen\n och ungefär lika mycket av trafiken. Ett antal år har man fått endast\n5—10 90 av väganslagen. Det säger sig självt att detta leder till flaskhalsar i\ntrafiksystemet, därför att man inte kan bygga ut och förbättra. Då förstör\nman miljön.\n"
"https://betalab.kb.se/prot-198990--135#1-59-cblock_2-block_11",Text,1,"86,1532,812,87","Man får inte heller de kringfartsleder man så kolossalt väl skulle behöva.\nMed sådana skulle man omfördela trafiken från centrala delar till att köra\nrunt staden i stället.\n"
"https://betalab.kb.se/prot-198990--135#1-59-cblock_2-block_12",Text,1,"85,1634,813,92","Vad beträffar hastighetsövervakningen instämmer jag i vad Anders Castberger\n sade här alldeles nyss. Innan man sätter i gång en så omfattande försöksverksamhet\n måste man naturligtvis titta på rättsaspekterna.\n"
