id,type,tag,box,content
"https://betalab.kb.se/prot-1967--fk--34#1-11-cblock_1-block_1",Text,1,"133,260,716,353","belyser den otillfredsställande planering\nav statens finanser, som har skett under\n mycket lång tid, och är utarbetat\nav ekonomiska experter, som såvitt jag\nvet, inte siktat på några politiska anknytningar;\n det utgör en klar bedömning\n av vad som har förekommit under\n åtskilliga år.\n"
"https://betalab.kb.se/prot-1967--fk--34#1-11-cblock_2-block_2",Text,1,"135,628,715,173","Från centerns och folkpartiets sida\nhar vi föreslagit ett par betydelsefulla\nåtgärder för att få en bättre ordning\npå statens finanser.\n"
"https://betalab.kb.se/prot-1967--fk--34#1-11-cblock_2-block_3",Text,1,"134,816,718,485","Den ena är att en rullande femårsplan\n för statens inkomster och utgifter\n skall uppläggas för att nå ökad\nplanmässighet, angelägenhetsgradering\noch tidsplanering i reformarbetet. Den\nandra är att en parlamentarisk utredning,\n under medverkan av företrädare\nför näringslivet och de ekonomiska vetenskaperna,\n tillsättes för en översyn\nav statsutgifterna för att nå effektivitetsvinster\n och kostnadsbesparingar.\n"
"https://betalab.kb.se/prot-1967--fk--34#1-11-cblock_3-block_4",Text,1,"136,1319,717,389","Man möts ofta av argumentet att det\när svårt att spara, att det inte går att\nspara och att oppositionen inte har\nkunnat föreslå besparingar som kan\naccepteras. Jag tror det har förekommit\n besparingsförslag vid många tillfällen\n som har varit mycket berättigade\n— det får man nog även från regeringshåll\n lov att erkänna.\n"
"https://betalab.kb.se/prot-1967--fk--34#1-11-cblock_3-block_5",Text,1,"139,1731,717,260","För att ta ett omstritt exempel, så\naccepterades inte de försvarsutgifter\nsom föreslogs ograverat. Nog kunde\nvissa besparingar göras där. Om de var\nbra eller inte skall jag inte yttra mig\nom, men det fanns möjligheter därtill.\n"
"https://betalab.kb.se/prot-1967--fk--34#1-11-cblock_3-block_6",Text,1,"140,2000,717,342","Jag kan vidare visa på rationaliseringar,\n såsom dataanläggningarnas införande.\n Det var inte statens verk som\nförst införde dessa, utan det var den\nprivata sektorn. Så fann man från statligt\n håll att de kunde användas vid\nolika institutioner, som ägdes av det\nallmänna.\n"
"https://betalab.kb.se/prot-1967--fk--34#1-11-cblock_4-block_7",Text,1,"142,2367,716,171","Det finns vidare statliga verk, som\nunder en följd av år verkligen har visat\n att det går att minska personalstyrkan,\n både tjänstemän och arbetare, och\n"
"https://betalab.kb.se/prot-1967--fk--34#1-11-cblock_7-block_10",Text,1,"906,257,714,217","ändå få ett lika gott och effektivt arbete.\n Det finns möjligheter, även om\nexemplen därpå är få. Ett verk med en\ndriftig chef kan säkert få fram goda\nresultat genom rationaliseringar.\n"
"https://betalab.kb.se/prot-1967--fk--34#1-11-cblock_7-block_11",Text,1,"907,482,715,574","När vi yrkar på en parlamentarisk utredning\n för besparingar, så vet vi också\natt det inte är lätt att med riksdagens\nnuvarande behandling av anslagsfrågorna\n få en verklig granskning ur besparingsspunkt.\n Det är nästan omöjligt att\ni tid göra en avvägning av olika utgiftsanspråk\n inom huvudtitlarna. För\natt möjliggöra en sådan granskning och\nen avvägning under parlamentariska\nformer har vi ansett det vara nödvändigt\n att tillsätta en parlamentarisk utredning.\n\n"
"https://betalab.kb.se/prot-1967--fk--34#1-11-cblock_7-block_12",Text,1,"907,1065,718,702","För något år sedan hade vi en budgetutredning,\n som siktade till att få bättre\n ordning på riksdagens budgetarbete.\nDen hade föregåtts av ett otal motioner,\ndär man påpekade det felaktiga i att\ninte mindre än fyra av utskotten behandlar\n budgetfrågorna, d.v.s. statsutskottet,\n bevillningsutskottet, bankoutskottet\n och jordbruksutskottet. Det var\nmycken kritik mot att det icke fanns\ntillräcklig samordning mellan arbetet i\nde fyra utskotten. Utredningen framlade\n ett betänkande, som dock överlämnades\n åt författningsutredningen,\noch sedan har ingenting hänt på området.\n\n"
"https://betalab.kb.se/prot-1967--fk--34#1-11-cblock_7-block_13",Text,1,"911,1783,715,342","Jag nämner detta mest därför att det\när ett understrykande av att det i varje\nfall vid vissa tillfällen har rått en allmän\n uppfattning om att budgetarbetet\nicke är tillfredsställande och att oppositionen\n inte haft de möjligheter, som\nden borde ha, att lägga fram verkliga\nalternativ.\n"
"https://betalab.kb.se/prot-1967--fk--34#1-11-cblock_7-block_14",Text,1,"910,2142,718,394","En sed, som jag inte anser är riktig,\när att varje gång förslag från vårt håll\nframlägges, så får vi numera svaret:\n»Det sysslar en arbetsgrupp inom departementet\n med.> Att undandra parlamentarisk\n insyn i sådant arbete, anser jag\ninte korrekt. Vi kan inte gärna acceptera,\n att man i många omdiskuterade\nfrågor bara hänvisar till att en arbets-\n"
