pattern,txt,replacement,elem_id,protocol_id
fcfff492e00727b6,Stockholm,Helsingfors,i-dae6fc6a2e289bec,prot-201213--122
fcfff492e00727b6,Stockholm,Helsingfors,i-b9362ff97902d5af,prot-201213--122
fcfff492e00727b6,Stockholm,Helsingfors,i-fa9bb4e518eca6f0,prot-201213--122
fcfff492e00727b6,Stockholm,Helsingfors,i-d7c3fc430f08706e,prot-201213--122
fcfff492e00727b6,Stockholm,Helsingfors,i-2b13c75439223f2c,prot-201213--122
fcfff492e00727b6,Stockholm,Helsingfors,i-8a1fd75bcc0eecc0,prot-201213--122
fcfff492e00727b6,Stockholm,Helsingfors,i-81d6c806acf5dfc0,prot-201213--122
fcfff492e00727b6,Stockholm,Helsingfors,i-c7c700300d153ba1,prot-201213--122
fcfff492e00727b6,Stockholm,Helsingfors,i-b1d3f7fb5a3fa158,prot-201213--122
fcfff492e00727b6,Stockholm,Helsingfors,i-747064a8b1088ed2,prot-201213--122
fcfff492e00727b6,Stockholm,Helsingfors,i-2b0faf0b22ae76c5,prot-201213--122
fcfff492e00727b6,Stockholm,Helsingfors,i-ad09a86224b7398d,prot-201213--122
fcfff492e00727b6,Stockholm,Helsingfors,i-01049f1230159c0d,prot-201213--122
