id,type,tag,box,content
"https://betalab.kb.se/prot-1956--ak--20#1-72-cblock_0-block_0",Text,1,"265,176,237,28","72 Nr 20\n"
"https://betalab.kb.se/prot-1956--ak--20#1-72-cblock_6-block_11",Text,1,"707,175,595,36","Torsdagen den 24 maj 1956 em.\n"
"https://betalab.kb.se/prot-1956--ak--20#1-72-cblock_1-block_1",Text,1,"301,256,504,94","Punkten 11\nArmén: Remontering\n"
"https://betalab.kb.se/prot-1956--ak--20#1-72-cblock_2-block_2",Text,1,"260,379,719,515","Sedan Kungl. Maj:t i propositionen\nnr 1 under fjärde huvudtiteln (punkt\n52) föreslagit riksdagen att, i avbidan\npå särskild proposition i ämnet, till\nifrågavarande ändamål för budgetåret\n1956/57 beräkna ett reservationsanslag\nav 400 000 kronor, hade Kungl. Maj:t\ni propositionen nr 110 (punkt 11, s. 132\n-—137) föreslagit riksdagen att till samma\n ändamål för nämnda budgetår anvisa\n ett reservationsanslag av 400 000\nkronor.\n"
"https://betalab.kb.se/prot-1956--ak--20#1-72-cblock_3-block_3",Text,1,"261,924,719,392","I detta sammanhang hade utskottet\ntill behandling förehaft två likalydande\nmotioner, väckta den ena inom första\nkammaren av herr Domö m. fl. (1: 39)\noch den andra inom andra kammaren\nav herr Gustafson i Dädesjö m. fl.\n(II: 59), i vilka hemställts, att riksdagen\n måtte besluta, att 400 remonter\nskulle inköpas årligen t. o. m. år 1960.\n"
"https://betalab.kb.se/prot-1956--ak--20#1-72-cblock_4-block_5",Text,1,"261,1425,717,125","I. till Armén: Remontering för budgetåret\n 1956/57 anvisa ett reservationsanslag\n av 400 000 kronor;\n"
"https://betalab.kb.se/prot-1956--ak--20#1-72-cblock_4-block_4",Text,1,"261,1337,716,73","Utskottet hemställde, att riksdagen\nmåtte\n"
"https://betalab.kb.se/prot-1956--ak--20#1-72-cblock_4-block_6",Text,1,"260,1559,717,122","I. i anledning av motionerna 1:39\noch II: 59 i skrivelse till Kungl. Maj:t\nanhålla,\n"
"https://betalab.kb.se/prot-1956--ak--20#1-72-cblock_4-block_7",Text,1,"259,1692,719,169","a) att resultatet av verkställd utredning\n rörande inrättandet av civil körskola\n och hästdepå vid Strömsholm\nmåtte föreläggas 1957 års riksdag;\n"
"https://betalab.kb.se/prot-1956--ak--20#1-72-cblock_4-block_8",Text,1,"258,1870,719,214","b) att utredning måtte verkställas rörande\n samordning av olika åtgärder för\ntillgodoseendet av krigsmaktens och näringslivets\n behov av hästar och resultatet\n därav föreläggas 1957 års riksdag.\n"
"https://betalab.kb.se/prot-1956--ak--20#1-72-cblock_5-block_9",Text,1,"257,2106,720,302","Reservation hade avgivits av herrar\nKarl Andersson, Gustaf Karlsson, Leander,\n Näsström, Hesselbom, Andersson i\nMalmö, Åkerström, Andersson i Mölndal,\n Jansson i Kalix och Karlsson i Olofström,\n vilka ansett att utskottet bort\nhemställa, att riksdagen måtte\n"
"https://betalab.kb.se/prot-1956--ak--20#1-72-cblock_5-block_10",Text,1,"258,2417,718,124","I. till Armén: Remontering för budgetåret\n 1956/57 anvisa ett reservationsanslag\n av 400 000 kronor;\n"
"https://betalab.kb.se/prot-1956--ak--20#1-72-cblock_7-block_12",Text,1,"1072,255,680,29","II. avslå motionerna 1:39 och II: 59.\n"
"https://betalab.kb.se/prot-1956--ak--20#1-72-cblock_8-block_13",Text,1,"1031,335,721,73","Punkten föredrogs; och anförde därvid:\n\n"
