id,type,tag,box,content
"https://betalab.kb.se/prot-1942--ak--11#1-76-cblock_0-block_0",Text,1,"597,160,999,34","Onsdagen den 11 mars 1942. Nr 11. 7\n"
"https://betalab.kb.se/prot-1942--ak--11#1-76-cblock_1-block_1",Text,1,"93,242,1460,87","Åstadkommande av en undervisnings- och upplysningsfilm, belysande regeringens\n och riksdagens arbetsförhållanden. (Forts.)\n"
"https://betalab.kb.se/prot-1942--ak--11#1-76-cblock_2-block_4",Text,1,"89,613,1507,257","Överläggningen var härmed slutad. Herr andre vice talmannen gav propositioner\n dels på bifall till utskottets hemställan dels ock på avslag å såväl utskottets\n hemställan som den i ämnet väckta motionen; och fann herr andre vice\ntalmannen den förra propositionen vara med övervägande ja besvarad. Herr\nvon Friesen begärde emellertid votering, i anledning varav efter given varsel\nföljande voteringsproposition upplästes och godkändes:\n"
"https://betalab.kb.se/prot-1942--ak--11#1-76-cblock_3-block_5",Text,1,"88,887,1506,84","Den, som vill, att kammaren bifaller tredje tillfälliga utskottets hemställan\n1 utskottets förevarande utlåtande nr 2, röstar\n"
"https://betalab.kb.se/prot-1942--ak--11#1-76-cblock_4-block_6",Text,1,"87,984,1506,234","Ja;\nDen, det ej vill, röstar\nNej;\nVinner Nej, har kammaren avslagit såväl utskottets berörda hemställan som\nden i ämnet väckta motionen.\n"
"https://betalab.kb.se/prot-1942--ak--11#1-76-cblock_5-block_7",Text,1,"86,1249,1508,166","Sedan kammarens ledamöter härefter intagit sina platser och voteringspropositionen\n blivit ännu en gång uppläst, verkställdes omröstning genom uppresning;\n och befanns därvid flertalet hava röstat för ja-propositionen, vadan\nkammaren bifallit utskottets hemställan.\n"
"https://betalab.kb.se/prot-1942--ak--11#1-76-cblock_6-block_8",Text,1,"87,1444,1503,81","Jämlikt $ 63 riksdagsordningen skulle detta beslut genom utdrag av protokollet\n delgivas första kammaren.\n"
"https://betalab.kb.se/prot-1942--ak--11#1-76-cblock_7-block_9",Text,1,"133,1570,1456,47","Herr förste vice talmannen övertog nu ånyo ledningen av förhandlingarna.\n"
"https://betalab.kb.se/prot-1942--ak--11#1-76-cblock_8-block_10",Text,1,"790,1711,90,38","$ 18.\n"
"https://betalab.kb.se/prot-1942--ak--11#1-76-cblock_10-block_13",Text,1,"129,2344,1096,40","Vad herr andre vice talmannen sålunda hemställt bifölls.\n"
"https://betalab.kb.se/prot-1942--ak--11#1-76-cblock_11-block_14",Text,1,"85,2428,1504,76","Protokollsutdrag angående detta beslut justerades och avsändes till första\nkammaren.\n"
