id,type,tag,box,content
"https://betalab.kb.se/prot-1951--fk--12#1-1-cblock_3-block_3",Text,1,"165,317,733,77","RIKSDAGENS Me\n"
"https://betalab.kb.se/prot-1951--fk--12#1-1-cblock_4-block_4",Text,1,"758,220,178,275","       \n  \n \n"
"https://betalab.kb.se/prot-1951--fk--12#1-1-cblock_6-block_6",Text,1,"996,330,533,67","PROTOKOLL\n"
"https://betalab.kb.se/prot-1951--fk--12#1-1-cblock_7-block_7",Text,1,"96,516,1508,53","1951 FÖRSTA KAMMAREN Nr 12\n"
"https://betalab.kb.se/prot-1951--fk--12#1-1-cblock_9-block_9",Text,1,"722,672,254,43","3—4 april.\n"
"https://betalab.kb.se/prot-1951--fk--12#1-1-cblock_10-block_10",Text,1,"667,899,375,39","Debatter m. m.\n"
"https://betalab.kb.se/prot-1951--fk--12#1-1-cblock_11-block_11",Text,1,"192,1026,1309,1086","Onsdagen den 4 april. Sid.\nSvar på interpellation av herr Lundqvist om stöd åt landets trädgårdsOdling\n —sosoeesesesseerereeeserereee reses ess sees ss ss sees sa 5\nÖverenskommelse med Norge i den s. k. räktvisten .............. 17\nRiksbankens valuta- och penningpolitik ......sssssssssos..so.o. 21\nUnderlättande av transporter av sockerbetor och betmassa ...... 60\nInterpellationer:\nav herr Ohlon ang. skjututbildningen inom armén............ 64\nav herr Andrén om åtgärder mot bristen på kompetenta ämneslärALe\n 3 :äliärdoea sn d one im el a sen MM ade 6 be 0 le R JRR a ÅR Je KDE 8 fö NIKE Ba MA a 65\nAnslag under nionde huvudtiteln:\nInrättande av en lärostol i landsbygdssociologi .............. 76\nLägre mejeriskOlOr =sssooososeesererrrerrere sees s ess ss ess na 79\nByggnadsarbeten vid vissa lantbruksundervisningsanstalter .. 80\nUnderstöd åt kontrollföreningsverksamhet = ........o.oooo0o..... 82\nLindring i mindre bemedlades kostnader för djursjukvård .... 84\nHushållningssällskapen sosoooessssssserrrrrer rss rss ss ss een ta 92\nJordbrukarungdomens förbund = sosssossssssssesssssssss sons 95\nFiskeristyrelsenm = sosoososeerresesrsesrrrrrerrse reses s esse ss sa 95\nBefrämjande av fiske på avlägsna fiskevatten ................ 97\nSkogsvårdsstyrelserfa = oosooeessseesssrsrrrrr rer rss ses s sets 99\nVäg- och flottledsbyggnader å enskilda skogar ................ 100\nLantmäteriets distriktsorganisation —..ssssossssssssssss oss. s. 1035\n"
"https://betalab.kb.se/prot-1951--fk--12#1-1-cblock_12-block_12",Text,1,"510,2245,667,51","Samtliga avgjorda ärenden.\n"
"https://betalab.kb.se/prot-1951--fk--12#1-1-cblock_13-block_13",Text,1,"630,2346,437,33","Onsdagen den 4 april.\n"
"https://betalab.kb.se/prot-1951--fk--12#1-1-cblock_14-block_14",Text,1,"193,2411,1301,77","Val av ombud jämte suppleanter i Europarådets rådgivande förSAMLING)\n 3 sssss cä 5 sk: äs KN cm Ga NES dv Sans Gaara 4\n"
"https://betalab.kb.se/prot-1951--fk--12#1-1-cblock_15-block_15",Text,1,"123,2519,721,32","1 Första kammarens protokoll 1951. Nr 12.\n"
