id,type,tag,box,content
"https://betalab.kb.se/prot-1930--fk--38#1-82-cblock_1-block_1",Text,1,"87,273,158,238","Anslag till\ntorpedinskjutnings-\n\nstation i\nStockholms\nskärgård.\n(Forts.)\n"
"https://betalab.kb.se/prot-1930--fk--38#1-82-cblock_0-block_0",Text,1,"114,187,97,28","Nr 38.\n"
"https://betalab.kb.se/prot-1930--fk--38#1-82-cblock_2-block_2",Text,1,"281,170,984,36","82 Lördagen den 24 maj e. m.\n"
"https://betalab.kb.se/prot-1930--fk--38#1-82-cblock_3-block_3",Text,1,"282,249,1505,135","förklarade herr andre vice talmannen, sedan han upprepat propositionen på bifall\ntill utskottets hemställan, sig finna denna proposition vara med övervägande\nja besvarad.\n"
"https://betalab.kb.se/prot-1930--fk--38#1-82-cblock_4-block_4",Text,1,"283,402,1504,103","Herr Widell begärde votering, i anledning varav uppsattes samt efter given\nvarsel upplästes och godkändes en så lydande omröstningsproposition:\n"
"https://betalab.kb.se/prot-1930--fk--38#1-82-cblock_5-block_5",Text,1,"286,498,1503,130","Den, som bifaller vad statsutskottet hemställt i sitt utlåtande nr 4 punkten\n94, röstar 9\na;\n"
"https://betalab.kb.se/prot-1930--fk--38#1-82-cblock_6-block_6",Text,1,"287,675,1504,141","Nej;\nVinner Nej, avslås utskottets hemställan och antages det förslag, som innefattas\n i den av herr Widell m. fl. vid punkten avgivna reservationen. :'\n"
"https://betalab.kb.se/prot-1930--fk--38#1-82-cblock_7-block_7",Text,1,"329,636,409,41","Den, det ej vill, röstar\n"
"https://betalab.kb.se/prot-1930--fk--38#1-82-cblock_8-block_8",Text,1,"286,839,1506,303","Sedan kammarens ledamöter intagit sina platser samt voteringspropositionen\n efter förnyad uppläsning anslagits, verkställdes till en början omröstning\npå det sätt, att efter särskilda uppmaningar av herr andre vice talmannen först\nde ledamöter, som ville rösta för ja-propositionen, och därefter de ledamöter, som\nville rösta för nej-propositionen, reste sig från sina platser. Herr andre vice\ntalmannen förklarade därpå, att enligt hans uppfattning flertalet röstat för japropositionen.\n\n"
"https://betalab.kb.se/prot-1930--fk--38#1-82-cblock_9-block_9",Text,1,"291,1153,1503,127","Då emellertid herr Widell begärde rösträkning, verkställdes nu votering medelst\n namnupprop; och befunnos vid omröstningens slut rösterna hava utfallit\nsålunda:\n"
"https://betalab.kb.se/prot-1930--fk--38#1-82-cblock_10-block_11",Text,1,"950,1335,186,38","Nej — 59.\n"
"https://betalab.kb.se/prot-1930--fk--38#1-82-cblock_9-block_10",Text,1,"949,1285,186,37","Ja — 66;\n"
"https://betalab.kb.se/prot-1930--fk--38#1-82-cblock_11-block_12",Text,1,"317,1423,567,94","\"Punkten 95.\nUtskottets hemställan bifölls.\n"
"https://betalab.kb.se/prot-1930--fk--38#1-82-cblock_12-block_13",Text,1,"337,1565,453,96","Punkten 96.\nTades till handlingarna.\n"
"https://betalab.kb.se/prot-1930--fk--38#1-82-cblock_13-block_14",Text,1,"338,1711,549,93","Punkten 97.\nUtskottets hemställan bifölls.\n"
"https://betalab.kb.se/prot-1930--fk--38#1-82-cblock_14-block_15",Text,1,"339,1852,452,97","Punkten 98.\nTades till handlingarna.\n"
"https://betalab.kb.se/prot-1930--fk--38#1-82-cblock_15-block_16",Text,1,"339,1992,586,96","Punkterna 99—119.\nVad utskottet hemställt bifölls.\n"
"https://betalab.kb.se/prot-1930--fk--38#1-82-cblock_16-block_17",Text,1,"342,2137,452,97","Punkten 120.\nTades till handlingarna.\n"
"https://betalab.kb.se/prot-1930--fk--38#1-82-cblock_17-block_18",Text,1,"341,2281,586,94","Punkterna 121—2129.\nVad utskottet hemställt bifölls.\n"
"https://betalab.kb.se/prot-1930--fk--38#1-82-cblock_18-block_19",Text,1,"342,2425,454,98","Punkten 130.\nLades till handlingarna.\n"
