id,type,tag,box,content
"https://betalab.kb.se/prot-1959--fk--12#1-35-cblock_0-block_0",Text,1,"628,135,499,37","Onsdagen den 15 april 1959\n"
"https://betalab.kb.se/prot-1959--fk--12#1-35-cblock_1-block_1",Text,1,"1378,130,251,30","Nr 12 35\n"
"https://betalab.kb.se/prot-1959--fk--12#1-35-cblock_2-block_2",Text,1,"604,216,1022,40","Om utbyte av telefonväxel vid örlogsvarvet i Karlskrona\n"
"https://betalab.kb.se/prot-1959--fk--12#1-35-cblock_3-block_3",Text,1,"120,275,740,123","Utskottet hade i den nu ifrågavarande\npunkten av angivna orsaker hemställt,\natt riksdagen måtte\n"
"https://betalab.kb.se/prot-1959--fk--12#1-35-cblock_4-block_4",Text,1,"123,415,739,163","a) bemyndiga Kungl. Maj:t att medgiva\n utläggande av beställningar å tygmateriel\n m. m. inom en kostnadsram av\n550 000 000 kronor;\n"
"https://betalab.kb.se/prot-1959--fk--12#1-35-cblock_5-block_5",Text,1,"123,599,741,250","b) med bifall till Kungl. Maj:ts förslag\nsamt med avslag å motionerna I: 197 och\nII: 152, såvitt nu vore i fråga, till Armén:\nAnskaffning av tygmateriel m. m. för\nbudgetåret 1959/60 anvisa ett reservationsanslag\n av 355 000 000 kronor.\n"
"https://betalab.kb.se/prot-1959--fk--12#1-35-cblock_8-block_8",Text,1,"126,1238,742,454","Efter det överläggningen förklarats\nhärmed slutad, gjordes i enlighet med\nde därunder förekomna yrkandena propositioner,\n först på bifall till vad utskottet\n i den nu föredragna punkten hemställt,\n samt vidare på bifall till utskottets\n hemställan med den ändring, som\nföranleddes av bifall till motionen I: 197\ni nu förevarande del; och förklarades\nden förra propositionen, vilken förnyades,\n vara med övervägande ja besvarad.\n"
"https://betalab.kb.se/prot-1959--fk--12#1-35-cblock_9-block_9",Text,1,"170,1723,326,28","Punkterna 58—60\n"
"https://betalab.kb.se/prot-1959--fk--12#1-35-cblock_9-block_10",Text,1,"171,1781,543,95","Vad utskottet hemställt bifölls.\nPunkten 61\n"
"https://betalab.kb.se/prot-1959--fk--12#1-35-cblock_9-block_11",Text,1,"167,1907,433,95","Lades till handlingarna.\nPunkterna 62—75\n"
"https://betalab.kb.se/prot-1959--fk--12#1-35-cblock_9-block_12",Text,1,"173,2031,541,29","Vad utskottet hemställt bifölls.\n"
"https://betalab.kb.se/prot-1959--fk--12#1-35-cblock_10-block_13",Text,1,"173,2099,208,28","Punkten 76\n"
"https://betalab.kb.se/prot-1959--fk--12#1-35-cblock_11-block_14",Text,1,"154,2174,692,70","Om utbyte av telefonväxel vid örlogsvarvet\n i Karlskrona\n"
"https://betalab.kb.se/prot-1959--fk--12#1-35-cblock_12-block_15",Text,1,"132,2291,742,203","I denna punkt hade utskottet hemställt,\n att riksdagen måtte, med bifall\ntill Kungl. Maj:ts i ämnet framlagda förslag\n och med avslag å motionen 1:48,\ntill Marinen: Telefon m. m. för budget-\n"
"https://betalab.kb.se/prot-1959--fk--12#1-35-cblock_13-block_16",Text,1,"897,266,735,74","året 1959/60 anvisa ett förslagsanslag\nav 1050 000 kronor.\n"
"https://betalab.kb.se/prot-1959--fk--12#1-35-cblock_14-block_17",Text,1,"898,364,730,159","I motionen I: 48, av herr Berg, Gunnar,\n hade hemställts, att förevarande anslag\n måtte uppräknas med 64 000 kronor.\n\n"
