id,type,tag,box,content
"https://betalab.kb.se/prot-1949--fk--20#1-39-cblock_0-block_0",Text,1,"600,131,528,35","Tisdagen den 24 maj 1949 fm.\n"
"https://betalab.kb.se/prot-1949--fk--20#1-39-cblock_2-block_2",Text,1,"768,212,850,36","Anslag till främjande av bostadsförsörjningen.\n"
"https://betalab.kb.se/prot-1949--fk--20#1-39-cblock_1-block_1",Text,1,"1359,128,261,31","Nr 20. 39\n"
"https://betalab.kb.se/prot-1949--fk--20#1-39-cblock_5-block_6",Text,1,"112,1562,737,157","På framställning av herr talmannen\nbeslöts att den fortsatta överläggningen i\nförevarande fråga skulle uppskjutas till\naftonsammanträdet.\n"
"https://betalab.kb.se/prot-1949--fk--20#1-39-cblock_7-block_8",Text,1,"114,2358,737,121","Anmäldes och godkändes jordbruksutskottets\n förslag till riksdagens skrivelser\ntill Konungen:\n"
"https://betalab.kb.se/prot-1949--fk--20#1-39-cblock_8-block_9",Text,1,"884,264,737,121","nr 236, i anledning av väckta motioner\n om åtgärder för en mera produktiv\nfiskodling i Kalix älv;\n"
"https://betalab.kb.se/prot-1949--fk--20#1-39-cblock_8-block_10",Text,1,"885,392,736,162","nr 237, i anledning av väckta motioner\n om vissa ändringar i kungörelsen\nangående statligt stöd till jordbrukets\nyttre och inre rationalisering m. m.;\n"
"https://betalab.kb.se/prot-1949--fk--20#1-39-cblock_8-block_11",Text,1,"885,560,739,160","nr 240, i anledning av Kungl. Maj:ts\nproposition angående anslag till nötboskapsavelns\n befrämjande under budgetåret\n 1949/50;\n"
"https://betalab.kb.se/prot-1949--fk--20#1-39-cblock_8-block_12",Text,1,"885,728,738,121","nr 241, i anledning av Kungl. Maj:ts\nproposition angående anslag till statens\nsockernämnd för budgetåret 1949/50;\n"
"https://betalab.kb.se/prot-1949--fk--20#1-39-cblock_8-block_13",Text,1,"885,855,739,161","nr 242, i anledning av Kungl. Maj:ts\nproposition angående bemyndigande att\nförsälja viss kronan tillhörig fast egendom,\n m. m.;\n"
"https://betalab.kb.se/prot-1949--fk--20#1-39-cblock_8-block_14",Text,1,"887,1024,738,120","nr 243, i anledning av Kungl. Maj:ts\nproposition angående bidrag till bokföringsverksamheten\n inom jordbruket;\n"
"https://betalab.kb.se/prot-1949--fk--20#1-39-cblock_8-block_15",Text,1,"887,1150,738,163","nr 244, i anledning av Kungl. Maj:ts\nproposition angående åtgärder till stödjande\n av oljeväxt- samt hamp- och linodlingen\n m. m.; ävensom\n"
"https://betalab.kb.se/prot-1949--fk--20#1-39-cblock_8-block_16",Text,1,"887,1319,763,155","nr 245, i anledning av Kungl. Maj:ts\nproposition angående anslag till vissa -\nbyggnadsarbeten å Bogesunds egendom\nm. m.\n"
"https://betalab.kb.se/prot-1949--fk--20#1-39-cblock_9-block_17",Text,1,"928,1597,446,28","Anmäldes och bordlades\n"
"https://betalab.kb.se/prot-1949--fk--20#1-39-cblock_10-block_18",Text,1,"889,1655,738,71","statsutskottets utlåtanden och memorial:\n\n"
"https://betalab.kb.se/prot-1949--fk--20#1-39-cblock_10-block_19",Text,1,"889,1747,738,162","nr 176, i anledning av Kungl. Maj:ts\nförslag om anslag för budgetåret 1949/\n50 till avskrivning av nya kapitalinvesteringar;\n\n"
"https://betalab.kb.se/prot-1949--fk--20#1-39-cblock_10-block_20",Text,1,"890,1915,738,158","nr 177, i anledning av Kungl. Maj:ts\nförslag om anslag för budgetåret 1949/\n50 till avskrivning av oreglerade kapitalmedelsförluster;\n\n"
"https://betalab.kb.se/prot-1949--fk--20#1-39-cblock_10-block_22",Text,1,"892,2167,737,115","nr 179, angående uppskov med behandlingen\n av vissa till utskottet hänvisade\n ärenden;\n"
"https://betalab.kb.se/prot-1949--fk--20#1-39-cblock_10-block_21",Text,1,"891,2082,737,78","nr 178, angående tilläggsstat II till\nriksstaten för budgetåret 1948/49; samt\n"
"https://betalab.kb.se/prot-1949--fk--20#1-39-cblock_11-block_23",Text,1,"932,2308,626,35","bevillningsutskottets betänkanden:\n"
"https://betalab.kb.se/prot-1949--fk--20#1-39-cblock_12-block_24",Text,1,"893,2358,738,119","nr 44, i anledning av Kungl. Maj:ts\nproposition med förslag till förordning\nom ändring i förordningen den 19 no-\n"
