id,type,tag,box,content
"https://betalab.kb.se/prot-1956--fk--3#1-6-cblock_0-block_0",Text,1,"273,147,233,30","6 Nr 3\n"
"https://betalab.kb.se/prot-1956--fk--3#1-6-cblock_2-block_16",Text,1,"765,150,516,34","Tisdagen den 24 januari 1956\n"
"https://betalab.kb.se/prot-1956--fk--3#1-6-cblock_1-block_1",Text,1,"274,232,732,76","gen om förskottering av underhållsbidrag\n till barn;\n"
"https://betalab.kb.se/prot-1956--fk--3#1-6-cblock_1-block_2",Text,1,"255,315,751,117","nr 131, av herr Lundström m, fl., om\nåtgärder för effektiv minskning av bilstölder;\n\n"
"https://betalab.kb.se/prot-1956--fk--3#1-6-cblock_1-block_3",Text,1,"273,441,731,80","nr 132, av fru Svenson m. fl., om utredning\n av vissa ungdomsfrågor;\n"
"https://betalab.kb.se/prot-1956--fk--3#1-6-cblock_1-block_4",Text,1,"271,525,733,160","nr 133, av herr Mannerskantz, i anledning\n av Kungl. Maj:ts framställning om\nanslag till kostnader för planeringskommittéer;\n\n"
"https://betalab.kb.se/prot-1956--fk--3#1-6-cblock_1-block_5",Text,1,"270,694,733,79","nr 134, av herr Osvald, om ökade anslag\n till statens växtskyddsanstalt;\n"
"https://betalab.kb.se/prot-1956--fk--3#1-6-cblock_1-block_6",Text,1,"269,778,734,243","nr 135, av herr Osvald och herr Larsson,\n Sigfrid, om ändrad lönegradsplacering\n av föreståndarna vid statens växtskyddsanstalt,\n statens centrala frökontrollanstalt\n och statens maskinprovningar;\n\n"
"https://betalab.kb.se/prot-1956--fk--3#1-6-cblock_1-block_7",Text,1,"269,1031,733,163","nr 136, av herr Larsson, Sigfrid, om\nökat anslag till bidrag till undervisningsmateriel\n för maskinundervisning vid vissa\n lantbruksundervisningsanstalter;\n"
"https://betalab.kb.se/prot-1956--fk--3#1-6-cblock_1-block_9",Text,1,"267,1325,732,120","nr 138, av herrar Eskilsson och Domö,\nom ökat anslag till demonstrationsgårdsverksamheten;\n\n"
"https://betalab.kb.se/prot-1956--fk--3#1-6-cblock_1-block_8",Text,1,"267,1199,734,122","nr 137, av herr Boman, om viss ändring\n av bestämmelserna för statsbidrag\ntill tjurförening och enskild tjurhållare;\n"
"https://betalab.kb.se/prot-1956--fk--3#1-6-cblock_1-block_10",Text,1,"264,1451,735,247","nr 139, av herr Eskilsson m. fl., i anledning\n av Kungl. Maj:ts framställningar\nom anslag dels till understöd åt lokala\nlantbrukskemiska kontrollstationer, dels\nock till omkostnader vid statens centrala\n frökontrollanstalt;\n"
