id,type,tag,box,content
"https://betalab.kb.se/prot-197677--131#1-6-cblock_1-block_1",Text,1,"67,120,85,22","Nr 131\n"
"https://betalab.kb.se/prot-197677--131#1-6-cblock_2-block_2",Text,1,"68,167,166,62","Fredagen den\n13 maj 1977\n"
"https://betalab.kb.se/prot-197677--131#1-6-cblock_3-block_3",Text,1,"66,261,198,26","Regionalpolitiken\n"
"https://betalab.kb.se/prot-197677--131#1-6-cblock_4-block_5",Text,1,"311,151,809,100","8. beträffande lokaliseringsstöd i områden där miljöstörande industrier\nej tilläts att motionen 1976/77:1261 inte föranledde någon riksdagens\nåtgärd,\n"
"https://betalab.kb.se/prot-197677--131#1-6-cblock_4-block_4",Text,1,"312,116,777,29","getåret 1977/78 anvisade ett investeringsanslag av 600 060 000 kr.,\n"
"https://betalab.kb.se/prot-197677--131#1-6-cblock_4-block_6",Text,1,"315,258,803,61","9. beträffande etableringskontroll att riksdagen skulle avslå motionen\n1976/77:311,\n"
"https://betalab.kb.se/prot-197677--131#1-6-cblock_4-block_7",Text,1,"311,327,807,61","10. beträffande differentiering av näringslivet i bruksorter att riksdagen\nskulle avslå motionen 1976/77:887,\n"
"https://betalab.kb.se/prot-197677--131#1-6-cblock_4-block_8",Text,1,"312,399,807,62","11. beträffande kommunal representation i styrelser hos företag som\nfick lokaliseringsstöd att riksdagen skulle avslå motionen 1976/77:888,\n"
"https://betalab.kb.se/prot-197677--131#1-6-cblock_4-block_9",Text,1,"310,469,809,133","12. beträffande bidrag till kommunala industrilokaler på Gotland att\nriksdagen med bifall till motionen 1976/77:1266 samt med anledning\nav propositionen och motionen 1976/77:1264, i motsvarande del, som\nsin mening gav regeringen till känna vad utskottet anfört,\n"
"https://betalab.kb.se/prot-197677--131#1-6-cblock_4-block_10",Text,1,"313,613,809,94","13. beträffande bidrag till kommunala industrilokaler i övriga delar\nav landet att riksdagen med avslag på motionen 1976/77:1264, i motsvarande\n del, skulle bifalla propositionens förslag,\n"
"https://betalab.kb.se/prot-197677--131#1-6-cblock_4-block_11",Text,1,"313,719,808,93","14. beträffande övriga villkor för bidrag till kommunala industrilokaler\natt riksdagen med bifall till propositionens förslag skulle avslå motionen\n1976/77:543, yrkandet 23,\n"
"https://betalab.kb.se/prot-197677--131#1-6-cblock_4-block_13",Text,1,"314,895,804,59","16. att riksdagen till Särskilda stödåtgärder i glesbygder för budgetåret\n1977/78 anvisade ett reservationsanslag av 33 500 000 kr.,\n"
"https://betalab.kb.se/prot-197677--131#1-6-cblock_4-block_12",Text,1,"312,824,808,60","15. beträffande försök med sysselsättningsskapande åtgärder i glesbygdskommuner\n att riksdagen skulle avslå motionen 1976/77:410,\n"
"https://betalab.kb.se/prot-197677--131#1-6-cblock_4-block_14",Text,1,"312,966,807,59","17. beträffande regionalpolitiska åtgärder i Västerbottens län att motionen\n 1976/77:535 inte föranledde någon riksdagens åtgärd,\n"
"https://betalab.kb.se/prot-197677--131#1-6-cblock_4-block_15",Text,1,"311,1036,807,94","18. beträffande alternativ sysselsättning vid nedläggning av kriminalvårdsanstalten\n i Ulriksfors och allmänna häktet i Östersund att motionen\n1976/77:163 inte föranledde någon riksdagens åtgärd,\n"
"https://betalab.kb.se/prot-197677--131#1-6-cblock_4-block_16",Text,1,"313,1141,804,59","19. beträffande regionalpolitiska insatser i Värmlands län att motionen\n1976/77:1262 inte föranledde någon riksdagens åtgärd,\n"
"https://betalab.kb.se/prot-197677--131#1-6-cblock_4-block_17",Text,1,"313,1212,804,59","20. beträffande regionalpolitiska insatser i norra Bohuslän att motionen\n1976/77:890 inte föranledde någon riksdagens åtgärd,\n"
"https://betalab.kb.se/prot-197677--131#1-6-cblock_4-block_18",Text,1,"309,1283,808,94","21. beträffande regionalpolitiska insatser m. m. i Göteborgsregionen\natt motionerna 1976/77:406 och 1976/77:1268 inte föranledde någon riksdagens\n åtgärd,\n"
"https://betalab.kb.se/prot-197677--131#1-6-cblock_4-block_19",Text,1,"309,1388,806,95","22. beträffande regionalpolitiska åtgärder m. m. i Sjuhäradsbygden att\nmotionerna 1976/77:162 och 1976/77:1265 inte föranledde någon riksdagens\n åtgärd,\n"
"https://betalab.kb.se/prot-197677--131#1-6-cblock_4-block_20",Text,1,"308,1494,808,95","23. beträffande utredning om en långsiktig planering av näringslivet\ni Dalsland att motionen 1976/77:298 inte föranledde någon riksdagens\nåtgärd,\n"
"https://betalab.kb.se/prot-197677--131#1-6-cblock_4-block_21",Text,1,"311,1600,804,60","24. beträffande regionalpolitiska insatser i Skaraborgs län att motionen\n1976/77:221 inte föranledde någon riksdagens åtgärd,\n"
"https://betalab.kb.se/prot-197677--131#1-6-cblock_4-block_22",Text,1,"334,1671,780,24","25. beträffande regionalpolitiska åtgärder m. m. i sydöstra Sverige att\n"
