id,type,tag,box,content
"https://betalab.kb.se/prot-1924--fk--28#1-1-cblock_0-block_0",Text,1,"96,149,1508,227","RIKSDAGENS PROTOKOLL.\n1924. Första kammaren. Nr 28.\n"
"https://betalab.kb.se/prot-1924--fk--28#1-1-cblock_3-block_3",Text,1,"560,553,599,50","Torsdagen den 10 april.\n"
"https://betalab.kb.se/prot-1924--fk--28#1-1-cblock_4-block_4",Text,1,"142,650,725,32","Kammaren sammanträdde kl. 11 f. m.\n"
"https://betalab.kb.se/prot-1924--fk--28#1-1-cblock_5-block_5",Text,1,"96,786,1501,223","Upplästes följande inkomna läkarintyg:\nRiksdagsman Svänsson är på grund av sjukdom oförmögen att bevista dagens\nsammanträde, vilket härmed intygas.\nStockholm den 10. 4. 24.\nEinar Belfrage.\n"
"https://betalab.kb.se/prot-1924--fk--28#1-1-cblock_6-block_6",Text,1,"1323,1022,161,29","leg. läkare.\n"
"https://betalab.kb.se/prot-1924--fk--28#1-1-cblock_7-block_7",Text,1,"136,1142,458,33","Anmäldes och bordlades\n"
"https://betalab.kb.se/prot-1924--fk--28#1-1-cblock_7-block_8",Text,1,"92,1191,1503,126","konstitutionsutskottets utlåtande nr 21, i anledning av väckta motioner om\nskrivelse till Konungen rörande ändring i visst avseende av bestämmelserna angående\n val till riksdagens andra kammare m. m.;\n"
"https://betalab.kb.se/prot-1924--fk--28#1-1-cblock_8-block_9",Text,1,"92,1335,1503,82","sammansatta stats- och andra lagutskottets utlåtande nr 1, i anledning av\nväckta motioner med förslag till lag om statsbidrag till arbetslöshetskassor;\n"
"https://betalab.kb.se/prot-1924--fk--28#1-1-cblock_9-block_11",Text,1,"92,1478,1505,128","jordbruksutskottets memorial nr 29, i anledning av kamrarnas skiljaktiga beslut\n i anledning av Kungl. Maj:ts i statsverkspropositionen gjorda framställning\nangående avlöningar vid hingstdepåer och stuteri.\n"
"https://betalab.kb.se/prot-1924--fk--28#1-1-cblock_11-block_13",Text,1,"88,1860,1505,255","- Föredrogs ånyo statsutskottets utlåtande nr 34, i anledning av Kungl. Maj:ts\ni statsverkspropositionen under punkterna 117, 121 och 122 av åttonde huvudtiteln\n gjorda framställningar angående kommunala mellanskolor, lönetillägg åt\nlärarinnor vid statsunderstödda enskilda läroanstalter samt tillfällig löneförbättring\n åt lärarpersonalen vid privatläroverken ävensom en i anledning av\nframställningen rörande kommunala mellanskolor väckt motion.\n"
"https://betalab.kb.se/prot-1924--fk--28#1-1-cblock_12-block_14",Text,1,"132,2140,1280,43","Angående sättet för ifrågavarande utlåtandes föredragning yttrade\n"
"https://betalab.kb.se/prot-1924--fk--28#1-1-cblock_10-block_12",Text,1,"91,1700,1502,79","Föredrogos, men bordlades ånyo på flera ledamöters begäran statsutskottets\nutlåtanden nr 41—53.\n"
"https://betalab.kb.se/prot-1924--fk--28#1-1-cblock_14-block_17",Text,1,"131,2512,1415,36","Första kammarens protokoll 1924. Nr 28. 1\n"
"https://betalab.kb.se/prot-1924--fk--28#1-1-cblock_13-block_16",Text,1,"130,2454,1084,37","Vad herr förste vice talmannen sålunda hemställt bifölls.\n"
"https://betalab.kb.se/prot-1924--fk--28#1-1-cblock_9-block_10",Text,1,"93,1427,86,28","samt\n"
