id,type,tag,box,content
"https://betalab.kb.se/prot-1974--5#1-11-cblock_0-block_0",Text,1,"56,100,47,20","Nr 5\n"
"https://betalab.kb.se/prot-1974--5#1-11-cblock_1-block_1",Text,1,"57,144,175,58","Onsdagen den\n16 januari 1974\n"
"https://betalab.kb.se/prot-1974--5#1-11-cblock_5-block_5",Text,1,"407,97,151,24","Romanus (fp)\n"
"https://betalab.kb.se/prot-1974--5#1-11-cblock_3-block_3",Text,1,"353,132,12,7","”\n"
"https://betalab.kb.se/prot-1974--5#1-11-cblock_6-block_9",Text,1,"342,296,232,22","fröken Andersson (c)\n"
"https://betalab.kb.se/prot-1974--5#1-11-cblock_5-block_7",Text,1,"407,230,142,23","Åkerlind (m)\n"
"https://betalab.kb.se/prot-1974--5#1-11-cblock_5-block_8",Text,1,"407,263,201,23","Nilsson i Växjö (s)\n"
"https://betalab.kb.se/prot-1974--5#1-11-cblock_5-block_6",Text,1,"406,130,343,91","Johnsson i Blentarp (s)\nAndreasson i Östra Ljungby (c)\nNordberg (s)\n"
"https://betalab.kb.se/prot-1974--5#1-11-cblock_8-block_11",Text,1,"408,329,171,24","Marklund (vpk)\n"
"https://betalab.kb.se/prot-1974--5#1-11-cblock_7-block_10",Text,1,"342,332,30,18","fru\n"
"https://betalab.kb.se/prot-1974--5#1-11-cblock_9-block_12",Text,1,"307,394,177,18","kulturutskottet:\n"
"https://betalab.kb.se/prot-1974--5#1-11-cblock_12-block_15",Text,1,"408,423,323,90","Mattsson i Lane-Herrestad (c)\nAndersson i Lycksele (s)\nNilsson i Agnäs (m)\n"
"https://betalab.kb.se/prot-1974--5#1-11-cblock_10-block_13",Text,1,"340,427,44,17","herr\n"
"https://betalab.kb.se/prot-1974--5#1-11-cblock_13-block_16",Text,1,"342,523,194,21","fröken Sandell (s)\n"
"https://betalab.kb.se/prot-1974--5#1-11-cblock_14-block_17",Text,1,"342,558,44,17","herr\n"
"https://betalab.kb.se/prot-1974--5#1-11-cblock_16-block_19",Text,1,"343,622,44,50","fru\nherr\n"
"https://betalab.kb.se/prot-1974--5#1-11-cblock_17-block_20",Text,1,"344,720,30,18","fru\n"
"https://betalab.kb.se/prot-1974--5#1-11-cblock_21-block_24",Text,1,"409,555,140,54","Sundman (c)\nLeander (s)\n"
"https://betalab.kb.se/prot-1974--5#1-11-cblock_21-block_26",Text,1,"408,653,101,22","Green (s)\n"
"https://betalab.kb.se/prot-1974--5#1-11-cblock_21-block_25",Text,1,"410,621,140,24","Frenkel (fp)\n"
"https://betalab.kb.se/prot-1974--5#1-11-cblock_21-block_27",Text,1,"410,685,238,54","Eriksson i Ulfsbyn (c)\nJohansson (s)\n"
"https://betalab.kb.se/prot-1974--5#1-11-cblock_21-block_28",Text,1,"411,750,135,55","Mogård (m)\nSörenson (s)\n"
"https://betalab.kb.se/prot-1974--5#1-11-cblock_19-block_22",Text,1,"344,785,44,18","herr\n"
"https://betalab.kb.se/prot-1974--5#1-11-cblock_21-block_29",Text,1,"411,816,116,23","Norrby (c)\n"
"https://betalab.kb.se/prot-1974--5#1-11-cblock_21-block_30",Text,1,"413,848,144,24","Ryding (vpk)\n"
"https://betalab.kb.se/prot-1974--5#1-11-cblock_20-block_23",Text,1,"345,850,31,19","fru\n"
"https://betalab.kb.se/prot-1974--5#1-11-cblock_22-block_31",Text,1,"346,881,206,22","fröken Eliasson (c)\n"
"https://betalab.kb.se/prot-1974--5#1-11-cblock_23-block_32",Text,1,"314,950,232,22","utbildningsutskottet:\n"
"https://betalab.kb.se/prot-1974--5#1-11-cblock_24-block_33",Text,1,"348,984,44,18","herr\n"
"https://betalab.kb.se/prot-1974--5#1-11-cblock_25-block_34",Text,1,"415,982,116,24","Alemyr (s)\n"
"https://betalab.kb.se/prot-1974--5#1-11-cblock_25-block_35",Text,1,"415,1014,278,121","Larsson i Staffanstorp (c)\nJönsson i Arlöv (s)\nNordstrandh (m)\nWiklund (s)\n"
"https://betalab.kb.se/prot-1974--5#1-11-cblock_25-block_36",Text,1,"417,1146,134,22","Elmstedt (c)\n"
"https://betalab.kb.se/prot-1974--5#1-11-cblock_25-block_37",Text,1,"416,1178,276,24","Gustafsson i Barkarby (s)\n"
"https://betalab.kb.se/prot-1974--5#1-11-cblock_26-block_38",Text,1,"350,1212,204,23","fröken Hörlén (fp)\n"
"https://betalab.kb.se/prot-1974--5#1-11-cblock_27-block_39",Text,1,"75,1245,606,444","fru Gradin (s)\nherr Johansson i Skärstad (c)\nfru Dahl (s)\n” Sundberg (m)\nherr Sundgren (s)\n” > Karlsson i Mariefred (c)\nfru Lantz (vpk)\ntrafikutskottet:\nherr Dahlgren (c)\n” Mellqvist (s)\n” > Lothigius (m)\n” > Lindahl i Lidingö (s)\ncl ” > Persson i Heden (c)\n"
